ncbi_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,gene_id,uniprot_id
BAA10692.1,70.7395255595302,-0.20989715647333537,0.21224090079528787,0.27182049693204036,0.38002301545293315,sll0800,sll0800,Q55927
BAA10693.1,117.76235037799697,-0.991787561260338,0.18562644988138927,1.7814029303142718e-8,1.2771628446674636e-7,slr0787,slr0787,Q55928
BAA10694.1,21.839248671343896,-0.039240059104231104,0.3060233460926314,0.8698860150197437,0.9112387953854616,slr0788,slr0788,Q55929
BAA10695.1,329.85599327651977,-0.563149696214835,0.1324229636176554,9.833003938466629e-6,4.586091890655807e-5,slr0789,slr0789,Q55930
BAA10696.1,42.99050374305726,-0.18310175234398812,0.24295958950943264,0.38805909869065813,0.5032295598231403,umuC,slr0790,Q55931
BAA10697.1,70.68817630648205,-0.06959269376122527,0.20422140867390529,0.7075570034225375,0.7864262658155686,sll0798,sll0798,Q55932
BAA10698.1,35.89610450302842,0.1089019181081836,0.2740125519670125,0.6359552329666851,0.7302331761728648,sll0797,sll0797,Q55933
BAA10700.1,157.47228845888233,0.30440010487359426,0.16381668117046994,0.0484904874138065,0.09291109405075018,slr0794,slr0794,Q55935
BAA10701.1,37.13269874503283,0.17974518913478743,0.2613393528315225,0.4229425871185852,0.5368676963055645,slr0795,slr0795,Q55936
BAA10702.1,129.05951853481298,-0.0696001335984423,0.16514388831061588,0.6549989921475974,0.74446331567381685,nreB,slr0796,Q55937
BAA10703.1,150.825423408875,-0.5387581986561892,0.16205625428867387,4.268111930846905e-4,0.0014605866272227575,merR,sll0794,Q55938
BAA10704.1,46.63140990035751,0.664240960893899,0.2642954381291558,0.0040806374706667346,0.010908946088762379,slr0797,slr0797,Q59997
BAA10705.1,35.48000202308472,-0.3652134361990956,0.27475141888306054,0.11409913464882764,0.18907545235502954,sll0793,sll0793,Q55939
BAA10706.1,109.06555842243205,-0.913211027043116,0.19184986673870466,4.123450640975381e-7,2.4840926604487103e-6,smtB,sll0792,Q55940
BAA10707.1,401.2903350866067,-0.8508414717414104,0.12879553833170482,1.0619277451261232e-11,1.012332218568035e-10,slr0798,slr0798,Q59998
BAA10708.1,65.27227025863723,1.0424957894946845,0.2397211513180302,2.6105285173394724e-6,1.3642370414409592e-5,sll0790,sll0790,Q55941
BAA10709.1,65.35488019207946,2.0207795573099214,0.257741518687423,5.146592159023509e-16,6.948900697202947e-15,sll0789,sll0789,Q55942
BAA10710.1,111.42354241840657,1.9921202426159463,0.21769610143913914,5.247473565132348e-21,1.0115962928338471e-19,sll0788,sll0788,Q55943
BAA10711.1,39.417739724403944,0.4226020010397303,0.2826732854475188,0.07414766613742448,0.13310522581317275,slr0799,slr0799,Q55944
BAA10712.1,39.20836469055085,0.47763430295866793,0.27256951692309944,0.04042642085349721,0.07943356758869496,slr0800,slr0800,Q55945
BAA10713.1,23.384087363964397,0.09329640985016426,0.29228753832300763,0.6955577565944341,0.7763221020851354,ssl1464,ssl1464,P74804
BAA10716.1,23.13935890591128,0.16184143632402448,0.29800390077052774,0.5013834838081894,0.6115292403565615,sll0785,sll0785,Q55948
BAA10717.1,31.726818226774263,0.4781426353263499,0.32424120008875895,0.06541459558227691,0.1204183801965522,merR,sll0784,Q55949
BAA10718.1,82.25458091767456,0.6553753831907326,0.21387108495663365,7.970602560652335e-4,0.00257523192602082,sll0783,sll0783,Q55950
BAA10719.1,65.89248793717977,0.912692474679263,0.23466151581738495,2.2370829410875498e-5,9.8887615357628e-5,slr0801,slr0801,Q55951
BAA10720.1,38.53347804482904,0.16998471770817628,0.2470971668739943,0.42947631068198816,0.5433039730464815,sll0782,sll0782,Q55952
BAA10721.1,244.8332755545481,0.19797129414144038,0.13901162867620728,0.13742383617875545,0.22036077243081395,sll0781,sll0781,Q55953
BAA10722.1,14.493394626530911,0.20556080260122228,0.3529409434489639,0.4275650799718579,0.5410834527725554,sll0780,sll0780,Q55954
BAA10723.1,579.7851039680734,0.1494223575993936,0.10403034260323438,0.14191644652540383,0.22620581967990414,sll0779,sll0779,Q55955
BAA10724.1,156.38397018155956,-0.13183321694417868,0.16168581758370926,0.3872201350260101,0.5028644717590774,sll0778,sll0778,Q55956
BAA10725.1,47.9110810936538,-0.17779696959259156,0.2379954548122072,0.3933868255238098,0.5075514877014512,sll0777,sll0777,Q55957
BAA10726.1,82.16000929883099,-0.4964890523054198,0.2126170902310438,0.01004544318953935,0.024062043798006503,pknA,sll0776,P54735
BAA10727.1,31.66341523678757,-1.0520215917997322,0.3314557041633022,2.3251829994904393e-4,8.361020733918988e-4,sll0775,sll0775,Q55958
BAA10728.1,106.55404775964796,0.18440971725650313,0.17531373752551638,0.26097520803979046,0.3682732703936856,ESI3,ssr1169,P74805
BAA10729.1,285.63705248330854,0.03395969271076599,0.12584373094164347,0.7814367794361734,0.8457846614608614,slr0697,slr0697,Q55959
BAA10730.1,43.16273610089787,0.02546762056905696,0.24464835059967677,0.906099149193565,0.9349283519778979,slr0698,slr0698,Q55960
BAA10731.1,31.3457964353696,0.28820782071197915,0.28244683700135986,0.22034064166925424,0.32385786669302913,slr0699,slr0699,Q55961
BAA10732.1,130.6284861184459,0.40664411898397695,0.16478908003685272,0.008825259137432455,0.0215053716340524,slr0700,slr0700,Q55962
BAA10733.1,30.631789213159166,1.3513524000723165,0.3503836498834812,1.4294045507815544e-5,6.517784219726668e-5,merR,slr0701,Q55963
BAA10734.1,86.23984887565965,0.6540880757898683,0.197782322270704,3.5402730953170455e-4,0.0012358901047032343,slr0702,slr0702,Q55964
BAA10736.1,48.91236411640967,0.7708038449043406,0.2598001200222035,8.506214364684365e-4,0.0027104282686367994,sll0677,sll0677,Q57495
BAA10738.1,74.2574768260057,0.35920131483056955,0.20076403208334406,0.0504256410008572,0.0957204454447344,sll0676,sll0676,Q55966
BAA10739.1,19.948886558253484,0.25594231778551785,0.3245582420072273,0.3111959381803141,0.42463621922362954,ssr1175,ssr1175,P74807
BAA10740.1,39.18878438323689,0.16759224673659578,0.24739578974922202,0.4366894236679012,0.5502223312010229,slr0703,slr0703,Q57495
BAA10742.1,65.84848918412645,-0.14079383944496948,0.20413973189572024,0.44834928282329034,0.5628697581030454,slr0704,slr0704,Q57248
BAA10743.1,21.28853385705636,-0.07348187981927373,0.30166666689571636,0.7582567681795964,0.827666242712551,ssr1176,ssr1176,P97152
BAA10744.1,564.894884153492,-0.29121877444372835,0.11399648384357149,0.008547389219877514,0.020945752044864045,sll0672,sll0672,Q59999
BAA10745.1,35.22723803384576,0.9134317561467685,0.32098435107724094,9.360567153784235e-4,0.0029474744123077403,sll0671,sll0671,Q55968
BAA10748.1,458.41240748396194,-0.41968609434583476,0.11207456454777426,1.1583191208115771e-4,4.441289888636655e-4,polA,slr0707,Q55971
BAA10749.1,1721.4343426650562,0.6728411569961271,0.11463169080202314,1.6770628541104127e-9,1.3439741579129635e-8,slr0708,slr0708,Q55972
BAA10751.1,30.77876726371347,0.9166080430315814,0.3673593343766444,0.002439516099409158,0.006921603323752885,sll0667,sll0667,Q55974
BAA10753.1,22.185533312913503,0.013523229986011234,0.2926254661622805,0.9558981872805221,0.9710089900068535,sll0665,sll0665,Q55976
BAA10754.1,64.77585538133346,0.6325210669505065,0.23404858051660485,0.0026110364352038514,0.007294924661962451,sll0664,sll0664,Q55977
BAA10755.1,169.917935763106,0.3740366160100243,0.15372133219917594,0.010301462288145147,0.024550875096060208,slr0709,slr0709,P52761
BAA10756.1,983.2091659517824,-0.2785278889537507,0.10260311878388413,0.005429364900703597,0.014042009895669727,gdhA,slr0710,P54386
BAA10757.1,243.96092510669027,0.045943409217243956,0.13033355958306453,0.7156914966033845,0.7921688973568561,slr0711,slr0711,Q55978
BAA10758.1,158.35738332002364,0.2557699583041869,0.14929932604406276,0.07213400167513682,0.13009614647231016,slr0712,slr0712,Q55979
BAA10759.1,798.2778921806348,-1.0342421488917009,0.13767587122170433,1.0201598924339845e-14,1.2334337375421345e-13,sll0662,sll0662,Q55980
BAA10760.1,916.6190715550183,-0.9643861180735738,0.1256645673359576,3.3370286700236737e-15,4.2107234490844177e-14,ycf35,sll0661,Q55981
BAA10761.1,1154.920835141443,-1.0645793511134727,0.1270937679380711,9.249814551721873e-18,1.3894743071201255e-16,ssl1263,ssl1263,P74809
BAA10762.1,83.7713284365901,0.08533703288276788,0.1888008630098432,0.6259484148937116,0.7210358649574581,pdxA,sll0660,Q55982
BAA10763.1,84.99479656440263,0.24732351569693295,0.20171958355160954,0.18017624825906564,0.2762755552182756,petM,smr0003,P74810
BAA10764.1,724.8033443991408,0.03840042441296237,0.09901596090289858,0.6953813223839458,0.7763221020851354,tgt,slr0713,Q55983
BAA10765.1,454.59698969464023,0.3671585457970362,0.11627578636467444,0.0011409652641785229,0.0035349548809816733,sll0659,sll0659,Q55984
BAA10766.1,140.85501302460446,0.463129628151906,0.17016097786623624,0.003780557049711901,0.010193110304973036,sll0658,sll0658,Q55985
BAA10767.1,118.26384609879968,0.09606585047081181,0.17310390430799213,0.5578504705996683,0.6631521524429081,ssl1255,ssl1255,P74811
BAA10768.1,653.8331774419818,0.3433318537172438,0.10980142107382276,0.0013168714766459537,0.004004858916705924,mraY,sll0657,Q55986
BAA10769.1,1129.4135063657088,-0.23341868470597193,0.09847854696482325,0.015413885123322472,0.034551796755768076,slr0765,slr0765,Q55987
BAA10770.1,256.61416895175955,0.23672892454771943,0.12773616252530487,0.05502737458874242,0.10349321941622558,pfkA,sll0745,Q55988
BAA10771.1,143.26748251430416,0.23002420928968853,0.15383512204318342,0.11540206690576399,0.19077902437494093,sll0744,sll0744,Q55989
BAA10772.1,31.108302136287676,0.2735805349069397,0.29541216937966197,0.2580388496310283,0.36487155999171483,sll0743,sll0743,Q55990
BAA10773.1,57.554880909803956,0.451493109980227,0.22545780072731028,0.025421693668391906,0.05305560086156919,sll0742,sll0742,Q55991
BAA10774.1,1344.0051468795104,0.7305357947530379,0.1380378340418867,4.076264850799967e-8,2.784377762259033e-7,nifJ,sll0741,P52965
BAA10775.1,75.61165916081401,0.46247783298923534,0.20726531163659928,0.014427190725580172,0.03265645911139152,sll0740,sll0740,Q55992
BAA10776.1,77.30686774913062,-0.04378070306890057,0.1913472711471311,0.8033658059180818,0.8632975123529816,sll0739,sll0739,Q55993
BAA10777.1,27.18015022435209,-0.07741122723682566,0.2762614680330304,0.7358115927319377,0.8092761416100869,modA,sll0738,Q55994
BAA10778.1,369.8100528323931,-0.1068198798571844,0.11835324342974758,0.3521896198872305,0.46680595149300613,sll0737,sll0737,O06944
BAA10779.1,715.0131031149795,0.07205726149214602,0.09760486542173852,0.4521550615301906,0.5658052879588032,sll0048,sll0048,Q55437
BAA10780.1,470.4567832703556,0.11959781121515939,0.11279601527454575,0.2765926667248053,0.3856072935054538,sll0047,sll0047,Q55438
BAA10781.1,185.30884661517973,0.32487652669686284,0.16925038281549654,0.04038563445389385,0.07939838615014826,slr0022,slr0022,Q55439
BAA10782.1,231.75218919358795,-0.42857619913405653,0.13950711710633143,0.0013200371260005258,0.004010970952033122,sps,sll0045,Q55440
BAA10783.1,191.3742736887728,-0.5228758544184305,0.15679424980531206,4.329731945528597e-4,0.0014802137784220917,slr0023,slr0023,Q55441
BAA10784.1,147.28500866802554,-0.6138546899760559,0.169528688827351,1.1792494145271828e-4,4.511571629999255e-4,sll0044,sll0044,Q55442
BAA10785.1,1670.9731464305178,-0.880193034523745,0.0929578244109126,7.077497562630343e-22,1.4114319851912236e-20,sll0043,sll0043,Q55443
BAA10786.1,248.40973369431057,-0.5994270401036504,0.13964105603520463,7.738050578725935e-6,3.698489739418594e-5,tar,sll0042,Q55444
BAA10787.2,4893.996810168409,-0.3567837553508924,0.08864562910096807,4.176794427045506e-5,1.776161355618616e-4,sll0041,sll0041,Q55445
BAA10788.1,1428.7257014617535,0.02872339165786237,0.09091228850624614,0.7492973957402251,0.8204473079426902,sll0040,sll0040,Q55446
BAA10789.1,811.5791096355899,-0.361070059459871,0.11283193389456489,9.926702465391248e-4,0.003108813858746176,sll0039,sll0039,Q55447
BAA10790.1,2328.3331077679686,-0.5804378724499534,0.10678617473798778,2.5106036724476536e-8,1.7888695571649604e-7,sll0038,sll0038,Q55448
BAA10791.1,1207.8490741989326,-0.11457257402945559,0.1032174977339645,0.2548207608995212,0.36209174460333277,slr0031,slr0031,Q55449
BAA10792.1,1086.2533340642522,-0.0679746939809555,0.09252545167138071,0.45395509722344146,0.5674438715293019,ilvE,slr0032,P54691
BAA10793.1,299.03274953815475,-0.22021391411992522,0.14658567916034768,0.11448231799439845,0.18943902882239516,slr0033,slr0033,Q55450
BAA10794.1,2355.0178309246103,0.9776226479433722,0.14390023958879092,2.313334709903104e-12,2.333509140512724e-11,sll0037,sll0037,Q55451
BAA10795.1,561.4893077542511,-0.18507729304021767,0.10323820506250757,0.06635739695528825,0.12163770070515068,sll0036,sll0036,Q55452
BAA10796.1,97.07033832175668,-0.043641850817852296,0.18107223909741052,0.7951352652969114,0.8566033438622424,aspC,slr0036,Q55453
BAA10797.1,604.5293075039264,0.08599128347250129,0.10423443267362784,0.3993539531262227,0.5132437842029602,sll0034,sll0034,Q55454
BAA10798.1,542.4046570708435,-0.2105805946931536,0.11795869942061933,0.06539401487624005,0.1204183801965522,sll0033,sll0033,Q55455
BAA10799.1,404.30774740812376,-0.41908527927386136,0.11592731705833371,1.94145739992575e-4,7.094532835960789e-4,sll0031,sll0031,Q55456
BAA10800.1,503.8485239385892,0.058028558604381095,0.10634973678411719,0.577319207169411,0.6797752456321194,slr0038,slr0038,Q55457
BAA10801.1,735.547724001678,-0.18033561475479906,0.11385528236602212,0.10298896889147645,0.17458315684094933,slr0039,slr0039,Q55458
BAA10802.1,46.41529229009894,0.03854291989332526,0.2339211751313113,0.8537020570554898,0.901230951622315,cmpR,sll0030,Q55459
BAA10803.1,14.136392832337911,1.0281187335435873,0.5075434427678546,0.006104582653920271,0.015482074736585744,cmpA,slr0040,Q55460
BAA10805.1,118.02426086300422,0.6392601050999447,0.17497565753285724,1.0182093918426441e-4,3.9698725726898597e-4,slr0042,slr0042,Q59991
BAA10806.1,143.28688609741053,0.8392298262955754,0.1695680154259134,2.0050854079954112e-7,1.2742942061802338e-6,nrtC,slr0043,Q55462
BAA10807.1,65.99470329228701,0.4191988375180776,0.21539575717349113,0.031244860632067023,0.06344041333719869,nrtD,slr0044,Q55463
BAA10808.1,1880.4066671116943,-0.582519781373301,0.09282924191521301,1.6163808049288275e-10,1.3814880278578895e-9,ndhD4,sll0027,Q55464
BAA10809.1,2936.3487217998018,-0.4136157879777836,0.08154794618170488,2.576641834549345e-7,1.6051969777174554e-6,ndhF4,sll0026,Q55465
BAA10810.1,1847.1428355976925,-0.26001585403084876,0.09210282911122365,0.00399952215700603,0.010708597133341761,sll0518,sll0518,Q55466
BAA10811.1,15164.752015141801,-0.0905662920759115,0.09499219762898797,0.33059953578979767,0.4435418185692284,rbpA,sll0517,Q57014
BAA10812.1,628.1124777559331,0.3973607093485937,0.10589639555910065,1.183161865689373e-4,4.5215547069847183e-4,chlM,slr0525,Q55467
BAA10813.1,255.07925615873654,0.1159735509588008,0.14013213897116794,0.3894841614088259,0.5042486031790643,panB,slr0526,P52997
BAA10814.1,288.0487503133309,-0.06632466013169952,0.13126524321384717,0.5997985954185521,0.6991270158220946,exsB,slr0527,Q55468
BAA10815.1,1047.4238436144697,-0.31011079299251165,0.11194098215445253,0.004344051178220474,0.01158636248149504,murE,slr0528,Q55469
BAA10816.1,1710.3885163546604,0.274338215152234,0.09450317364305091,0.003084999811866042,0.008469105496182884,sll0514,sll0514,Q55470
BAA10817.1,95.66484079025642,-0.09457092233879054,0.18288852382458554,0.5769506394790123,0.6795718665961211,slr0529,slr0529,Q55471
BAA10818.1,81.92007876858258,-0.159314899521026,0.1988181284577731,0.37964032742442244,0.4948730038177107,slr0530,slr0530,Q55472
BAA10819.1,100.54979752618965,-0.35948984260901,0.19376987840833834,0.042841863315273294,0.08356451135694117,slr0531,slr0531,Q55473
BAA10820.1,697.4170996761392,0.13603863327990834,0.11188550359381493,0.21125302832077078,0.3134748161612509,sll0513,sll0513,Q55474
BAA10821.1,149.3072441206059,0.17754318233801367,0.1534507706005862,0.22353965819349625,0.3270162790604688,slr0533,slr0533,Q55475
BAA10822.1,1735.07075108543,-0.32894217101557455,0.08531264091277893,8.832966289962243e-5,3.5069099572275725e-4,slt,slr0534,Q55476
BAA10823.1,2245.314190041614,-0.42712054005729766,0.08763555743273208,7.045402973216394e-7,4.027602688148417e-6,slr0535,slr0535,Q55477
BAA10824.1,1767.1247722269845,-0.3669500017225997,0.09078740637818551,3.7406158414450266e-5,1.5965482127692796e-4,hemE,slr0536,P54224
BAA10825.1,90.91710316089029,0.3770300249385199,0.18527550548095748,0.028153734228066597,0.05804721198537795,sll0509,sll0509,Q55478
BAA10826.1,78.74531867484296,0.03858698953019173,0.19942202031623615,0.8341868712922336,0.8857492176817781,sll0508,sll0508,Q55479
BAA10827.1,561.462783534801,-0.16199095333383084,0.12656405669900572,0.18559957463095855,0.28263561957494887,slr0537,slr0537,Q55480
BAA10828.1,427.02192146710564,0.94667709779468,0.11911953378549212,4.23907176069849e-16,5.745929300634281e-15,sll0507,sll0507,Q55481
BAA10829.1,299.3657193217625,-0.20866888280975338,0.13481532404605448,0.10677070278046714,0.17950307105049468,sll0506,sll0506,Q55482
BAA10830.1,384.0816208423844,-0.36515028531230104,0.11962738125230918,0.0016260767263990565,0.004851664867243961,sll0505,sll0505,Q55483
BAA10831.1,2101.5493215289534,-0.46043268856294123,0.08479673055998745,8.2555752065864e-8,5.446168434763271e-7,lysA,sll0504,Q55484
BAA10832.1,253.83537360089247,-0.09384740260881909,0.13079924467758244,0.4558038967966531,0.5689350798145275,sll0503,sll0503,Q55485
BAA10833.1,777.298835033263,-0.09486495044263801,0.103922688493409,0.35018442701132685,0.4650363420318807,argS,sll0502,Q55486
BAA10834.1,125.22270323803832,-0.0755965217415092,0.1643497515225515,0.6265081702396251,0.7210558377218903,sll0501,sll0501,Q55487
BAA10835.1,144.57235467375853,0.32926160585382125,0.1607103615117651,0.029993192228308072,0.06107768605177759,slr0541,slr0541,Q55488
BAA10836.1,1055.28977193376,0.09866005414181035,0.09979700862584907,0.31096939585101824,0.42449402187373453,clpP,slr0542,P54416
BAA10837.1,1699.121425892679,-0.29098558894847776,0.08768479271915117,7.302398064835203e-4,0.0023748192394543724,trpB,slr0543,Q59992
BAA10838.1,312.19058452979084,0.19703771865647918,0.12666924920384476,0.10782968678176051,0.18084534225843835,sll0499,sll0499,Q55489
BAA10839.1,190.51314475903382,-0.339985434400798,0.14411845947446672,0.013275849069462121,0.030427474419440926,slr0544,slr0544,Q55490
BAA10840.1,128.11044864634908,0.33920099098200096,0.16566292184558132,0.029524601051038123,0.06030039178758227,sll0498,sll0498,Q55491
BAA10841.1,120.09490084184907,-0.06181187282730901,0.16393769493475438,0.6891703408729248,0.7719462810070421,sll0497,sll0497,Q55492
BAA10842.1,206.83152845440856,-0.5330412221937975,0.14386511658795378,1.0541373830299796e-4,4.0759066006813697e-4,slr0545,slr0545,Q55493
BAA10843.1,258.3481060183204,-0.07684298708523964,0.13156310307768698,0.5428740156448937,0.6500251326044794,sll0496,sll0496,Q55494
BAA10844.1,449.4718821051326,-0.37049231482069866,0.11382387597063712,8.004934587164295e-4,0.0025839184202288467,asnS,sll0495,P52276
BAA10845.1,142.6106940966671,0.5249427726653729,0.16164424512161513,5.973672624420181e-4,0.001983602297295505,sll0494,sll0494,Q55495
BAA10846.1,272.617515114829,-0.09228262415985897,0.13209921737898644,0.46625362686085015,0.5779141246675767,sll0493,sll0493,Q55496
BAA10847.1,568.1811630558384,-0.018820651372564685,0.1279571714650604,0.8778714256655985,0.915603801340435,argF,sll0902,Q55497
BAA10848.1,175.33647012236662,0.20818493656389336,0.14938700137698271,0.14328797232595553,0.22755572721787903,purE,sll0901,Q55498
BAA10849.1,699.9524898023351,0.15840106481306063,0.10113641239047234,0.10970196901015865,0.18345341323626532,ssb,slr0925,Q55499
BAA10850.1,696.203366217936,0.004605991288788014,0.10489431539310178,0.965036900377888,0.9771456213338989,ubiA,slr0926,Q55500
BAA10851.1,27793.075279952405,-1.2216720920926245,0.11380624104076954,2.6599016979356872e-27,8.025964253771161e-26,psbD2,slr0927,P09192
BAA10852.1,325.4323353375349,-0.3017736847500155,0.14099036395176476,0.02517566061772414,0.052657951985233736,slr0929,slr0929,Q55501
BAA10853.1,458.19198935761665,-0.1328401024818863,0.11018040689188585,0.2157010404185107,0.31850323840520517,slr0930,slr0930,Q55502
BAA10854.1,55.185371596519275,-0.18249712266014245,0.21680704955729804,0.34885114069717155,0.4636206274297913,ssr1558,ssr1558,P74779
BAA10855.1,406.51877801781006,0.24326262942965893,0.12778131229237863,0.048341333159775596,0.09267647848863057,hisG,sll0900,Q55503
BAA10856.1,876.5691802455935,-0.28135671095738046,0.10834181270435263,0.00762094825726258,0.018835249610186004,glmU,sll0899,Q55504
BAA10857.1,1412.434774234275,0.3095100783478828,0.11893171159194223,0.007237961139308689,0.017952626985990816,ssr1562,ssr1562,P74780
BAA10858.1,348.0069838344957,-0.4519454770750647,0.1322989812121562,3.748370360797256e-4,0.0012993851300665813,sll0898,sll0898,P52640
BAA10859.1,93.33032937127612,-0.03925133992252776,0.18201021844972365,0.8154040139286078,0.8732876322013178,ssl1707,ssl1707,P74781
BAA10860.1,835.5819812028682,-0.05976575038540296,0.10682438272748286,0.5661391754314229,0.6700214661483757,dnaJ1,sll0897,Q55505
BAA10861.1,111.44206378721036,0.09886384102606913,0.17231189338281663,0.5410759315890351,0.6480957827455822,sll0896,sll0896,Q55506
BAA10862.1,296.2550140126838,0.006693013576737084,0.1217556041824002,0.9553938439376473,0.9710089900068535,cysQ,sll0895,Q55507
BAA10863.1,153.33866666972844,0.538331467476908,0.17407596414897966,9.790933222758652e-4,0.0030718389044278953,trpC,slr0546,Q55508
BAA10864.1,227.73152577490316,-0.3209920913143502,0.13910836267006846,0.01596483646404884,0.035648637406852944,amt3,sll0537,P54148
BAA10865.1,206.33778396537477,-0.5718394802922627,0.14161528282860347,2.4636972087979565e-5,1.0794228932485997e-4,sll0536,sll0536,Q55509
BAA10866.1,1276.1106774681555,-0.32021390537329186,0.09637203297037962,6.861718274903069e-4,0.0022420115267338656,clpX,sll0535,Q55510
BAA10867.1,2076.328336918156,-0.2669476192610073,0.08550130186938741,0.0015051114963046304,0.004525768537415136,clpP,sll0534,Q59993
BAA10868.1,2379.8363504728795,-0.12884301126136788,0.0867339671127865,0.13105994185468847,0.21223739489559829,tig,sll0533,Q55511
BAA10869.1,1711.7312761966484,-0.011042097817966345,0.09082375744138754,0.9004612734867964,0.9316042394153797,asd,slr0549,Q55512
BAA10870.1,1334.350065718414,-0.21738135551538446,0.0958031813976852,0.02056557774409705,0.04437969824130396,dapA,slr0550,Q55513
BAA10871.1,6407.980673035459,-0.5267056253267259,0.07978264073132912,2.1343189211497817e-11,1.9908835097821888e-10,slr0551,slr0551,P54123
BAA10872.1,1227.1164058063182,0.20381682441786764,0.09859630620403508,0.034853356655554245,0.06978715960460083,slr0552,slr0552,Q55514
BAA10873.1,327.79597201125415,0.43086176005146487,0.1280326585387479,4.8641358537633377e-4,0.0016515216646339316,slr0553,slr0553,Q55515
BAA10874.1,788.8850919071162,-0.7038610978431948,0.10338259548922417,3.5599896193254116e-12,3.5294754225883366e-11,slr0554,slr0554,Q55516
BAA10875.1,2241.8177473464652,-0.754319911391888,0.08616371704552123,6.668430064874708e-19,1.0565959965806045e-17,sll0529,sll0529,Q55517
BAA10876.1,713.5787978848963,-0.06926849288581274,0.11092570261964532,0.520993216686226,0.6296618806749514,sll0528,sll0528,Q55518
BAA10877.1,105.622101677791,-0.12820911081308906,0.17621798532425262,0.4361452131338086,0.5502216628674308,slr0556,slr0556,P52056
BAA10878.1,139.41158550931578,0.3844555375924411,0.16952917058314257,0.01552756892648695,0.03478416021621027,sll0525,sll0525,Q55519
BAA10879.1,86.16712426847141,-0.14089347797653284,0.18568989909581296,0.41300513735941424,0.5269719553895768,ssl1004,ssl1004,Q55520
BAA10880.1,329.5575464937371,-0.1986932629613099,0.12146964490588125,0.09073648629889566,0.1571135765754331,sll0524,sll0524,Q55521
BAA10881.1,2183.749948482776,-0.3419710134412105,0.09362765697162252,1.9423072605656338e-4,7.094532835960789e-4,valS,slr0557,Q55522
BAA10882.1,775.4083088507483,-0.32935131206519397,0.11223325486363944,0.0025482190349913115,0.007167126182625887,ndhE,sll0522,P26524
BAA10883.1,1937.6458564494683,-0.29513192200948746,0.0915514848845609,0.0010197691183308165,0.0031850574622933696,ndhG,sll0521,P26523
BAA10884.1,1172.778654680348,-0.43895973286833206,0.10736932107214535,2.6985588486437054e-5,1.177861535194171e-4,ndhI,sll0520,P26525
BAA10885.1,2557.18972275656,-0.6437102468267023,0.10953925244429703,1.6869652522911345e-9,1.348794798490838e-8,ndhA,sll0519,P26522
BAA16579.2,111.82437787526739,0.1781231986406585,0.17755874383288808,0.28361240944314475,0.39320899579335544,sds,slr0611,P72580
BAA16580.1,138.60341520167674,-0.2738396556504415,0.1850571053798661,0.10916316115354491,0.18272849455031395,slr0612,slr0612,P72581
BAA16581.1,396.8541929729702,-0.35186929087799457,0.1227356446193836,0.0029766962585387625,0.008210759950023454,slr0613,slr0613,P72582
BAA16582.1,622.7886002150499,-0.16834927942548744,0.11005411210112576,0.11642109404725354,0.1920062720266016,sll0558,sll0558,P72583
BAA16583.1,10439.261712487534,-0.9656900014326685,0.08123257689694705,3.0216360449991325e-33,1.219195008854301e-31,sll1214,sll1214,P72584
BAA16584.1,1399.6229311570623,-0.2333362366655527,0.09102781836381274,0.009040868384297428,0.021953683200498304,sll1213,sll1213,P72585
BAA16585.1,1708.418052414104,-0.06243384747667608,0.08822149994885584,0.4709761642479486,0.5818039480029839,rfbD,sll1212,P72586
BAA16586.1,163015.30451308875,-0.9523585717618078,0.09983531712465837,2.969731941186023e-22,6.0976152875239646e-21,psbA2,slr1311,P16033
BAA16587.1,1084.7990433466068,0.25305888622964035,0.0931470827666494,0.005622881354525149,0.014495838261665877,speA,slr1312,P72587
BAA16588.1,239.8454097735148,-0.22301645045756616,0.14249157272635873,0.10149509708732087,0.17289941899865954,lig,sll1209,P72588
BAA16589.1,91.9113561348685,0.3015663782611986,0.18376612744281862,0.07715722631096067,0.13779494354041869,slr1315,slr1315,P72589
BAA16590.1,93.01421467348095,-0.3829098781689303,0.18910164066387103,0.02800404103623376,0.05777290273230151,fecC,slr1316,P72590
BAA16591.1,86.0556865312469,-0.4294230002314835,0.2029269931461308,0.020058622425482876,0.0434749655318086,fecD,slr1317,P72591
BAA16592.1,154.2507939132098,-0.39487920340975896,0.15418832045956102,0.00688296194484974,0.017219811066062435,fecE,slr1318,P72592
BAA16593.1,144.93591263128735,-0.11104249268593377,0.1514310983033503,0.4404314489071597,0.5541323885815244,fecB,slr1319,P72593
BAA16594.1,110.69795901471362,-0.338734993296728,0.1723759718861992,0.03546732794786125,0.07083014729724206,iutA,sll1206,P72594
BAA16595.1,119.13681510372656,-0.01941743169404205,0.164367955793813,0.8999350227337277,0.9315209105961094,pchR,sll1205,P72595
BAA16596.1,39.755853101822154,0.5095344621299709,0.2707724099452613,0.028447706111419453,0.05847958543046535,sll1204,sll1204,P72596
BAA16597.1,40.305283850030584,0.4343109068188962,0.26630127545824067,0.0572514562073614,0.10704803743207203,sll1203,sll1203,P72597
BAA16598.1,31.429179310392783,0.5512068091341225,0.3058186646030425,0.02965752272848738,0.06046510215502421,sll1202,sll1202,P72598
BAA16599.1,66.94908194319225,0.3654150770605142,0.21377405045880452,0.0586930903195315,0.10926235161414931,fhuA,sll1409,P72599
